0.285745	0.286253
0.285745	0.311396
0.285745	0.336538
0.285745	0.361681
0.285745	0.386824
0.285745	0.411966
0.285745	0.437109
0.285745	0.462252
0.285745	0.487394
0.285745	0.512537
0.285745	0.537680
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.537736
0.285745	0.543469
0.285745	0.549202
0.285745	0.554935
0.285745	0.560668
0.285745	0.566401
0.285745	0.572133
0.285745	0.577866
0.285745	0.583599
0.285745	0.589332
0.285745	0.595065
0.285745	0.600798
0.285745	0.606531
0.285745	0.612264
0.285745	0.617997
0.285745	0.623730
0.285745	0.629463
0.285745	0.635196
0.285745	0.640928
0.285745	0.646661
0.285745	0.652394
0.285745	0.652394
0.285745	0.652394
0.285745	0.652394
0.285745	0.652394
0.285745	0.652394
0.285745	0.652394
0.285745	0.652394
0.285745	0.652394
0.285745	0.143126
0.285745	0.155698
0.285745	0.168269
0.285745	0.180840
0.285745	0.193412
0.285745	0.205983
0.285745	0.218554
0.285745	0.231126
0.285745	0.243697
0.285745	0.256268
0.285745	0.268840
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
0.285745	0.268868
